title,price,image
"Ноутбук ASUS X543MA-DM1140 Intel Pentium Silver N5030 (1.10-3.10GHz), 4GB DDR4, 128GB SSD, Intel UHD Graphics 605, 15.6""FHD (1920x1080) LED, WiFi ac, BT 4.1, WC, CR, DOS, Русская клавиатура, Star Grey",26727 Сом,https://enter.kg/images/stories/virtuemart/product/1_2528_2503.jpg
"Ноутбук Gateway ULTRA SLIM i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD M.2, HD Graphics 620, 15.6"" FULL HD LED, WiFi, BT, Cam, Win11, чехол и мышь в комплекте, ярко голубой [GWNC31514-BK]",26727 Сом,https://enter.kg/images/stories/virtuemart/product/1691494758_11564900_3094.jpg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",26827 Сом,https://enter.kg/images/stories/virtuemart/product/1_3421_5321.jpg
"HP 240 G8 32M66EA N5030 1.1-3.1GHz,4GB,1TB,14"" HD,Black",26927 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3638.jpg
"Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 4GB, 1TB, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27027 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1334.jpg
"Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 4GB, 256GB SSD, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27027 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6982.jpg
"Ноутбук HP 15s-eq1136ur 22P99EA#ACB AMD Athlon Silver 3050U (2.30GHz-3.20GHz), 4GB DDR4, 256GB SSD, AMD Radeon Graphics, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Русская клавиатура, Gray",27027 Сом,https://enter.kg/images/stories/virtuemart/product/1_1655.jfif
"Ноутбук HP 240 G8UMA Pentium Silver N5030 (1.1-3.1GHz), 8GB DDR4, 240GB SSD, Intel UHD Graphics 605, 14""HD , WiFi, Bluetooth, LAN, DOS, бесшумный, серый",27027 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1639.jpg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 128GB SSD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",27127 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2738_5029.jpg
"Ноутбук Lenovo V15 G4 AMN Business Black AMD Athlon™ Silver 7120U (up to 3.5Ghz), 8GB, 256GB M.2 SSD, Integrated AMD Radeon™ 610M Graphics, 15.6"" FHD (1920x1080), LAN, WiFi, BT, Cam, DOS [82YU0044AK]",27127 Сом,https://enter.kg/images/stories/virtuemart/product/777777_5194.jpeg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 500GB HDD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",27327 Сом,https://enter.kg/images/stories/virtuemart/product/777777_5361.jpeg
"Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",27327 Сом,https://enter.kg/images/stories/virtuemart/product/2_2621.jpg
"HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,4GB,SSD 480GB,15.6"" HD,RU, BLACK",27327 Сом,https://enter.kg/images/stories/virtuemart/product/2_8078.jpg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 1TB HDD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",27528 Сом,https://enter.kg/images/stories/virtuemart/product/777777_3092.jpeg
"Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 1TB, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2_2663.jpg
"Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 8GB, 128GB SSD, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8162.jpg
"Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 8GB, 500GB, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4553.jpg
"Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6519.jpg
"Ноутбук HP 15s-eq1136ur 22P99EA#ACB AMD Athlon Silver 3050U (2.30GHz-3.20GHz), 8GB DDR4, 256GB SSD, AMD Radeon Graphics, 15.6""FHD (1920x1080) IPS, WiFi ac, BT 4.2, HD WC, CR, DOS, Русская клавиатура, Gray",27528 Сом,https://enter.kg/images/stories/virtuemart/product/2_3718.jpg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 256GB SSD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",27628 Сом,https://enter.kg/images/stories/virtuemart/product/777777_2667.jpeg
"Lenovo Ideapad V14 Iron Grey Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 512GB M.2 NVMe PCIe, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27628 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3370.jpg
"Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 1TB + 256GB SSD M.2 NVMe PCIe, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27728 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6979.jpg
"Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 8GB, 512GB SSD, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27728 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_5292.jpg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 8GB, 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",27828 Сом,https://enter.kg/images/stories/virtuemart/product/1_7712_6844.jpg
"Acer Extensa EX215-32 Black Intel N4500 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",27828 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1676_3034.jpg
"Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 128GB SSD, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27828 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_7956.jpg
"Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 4GB, 1TB + 512GB SSD M.2 NVMe PCIe, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",27828 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_1179.jpg
"Lenovo V14 Celeron DC N4020 1.1-2.8GHz,4GB,1TB,14""HD,RUS,DOS HDMI, IRON GRAY",27928 Сом,https://enter.kg/images/stories/virtuemart/product/ww-lenovo-laptop-v14-amd-hero_3169.webp
"Acer Extensa EX215-32 Black Intel N4500 (up to 2.8Ghz), 4GB, 1TB, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2520.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 128GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2_4786.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2_6583.jpg
"Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 8GB, 1TB, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_8174.jpg
"Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_3543.jpg
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 4GB, 128GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_2344.jpg
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 4GB, 500GB, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_4014.jpg
"Ноутбук ASUS-X543M/Intel N4020/DDR4 4GB/SSD-480GB/15.6""/DVDRW/1B-Star Grey/Rus+Eng",28028 Сом,https://enter.kg/images/stories/virtuemart/product/1_2739_4212.jpg
"Ноутбук Gateway ULTRA SLIM i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD M.2, HD Graphics 620, 15.6"" FULL HD LED, WiFi, BT, Cam, Win11, чехол и мышь в комплекте, серый [GWNC31514-BK] +флеш памяти 128GB USB 3.0 Kingston",28028 Сом,https://enter.kg/images/stories/virtuemart/product/2_8942.jpg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",28128 Сом,https://enter.kg/images/stories/virtuemart/product/1_3028_2839.jpg
"Acer Aspire A315-35 Silver Intel N4500 (up to 2.8Ghz), 4GB, 128GB SSD, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",28128 Сом,https://enter.kg/images/stories/virtuemart/product/2_8109.jpg
"HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,8GB,SSD 480GB,15.6"" HD,RU, BLACK",28128 Сом,https://enter.kg/images/stories/virtuemart/product/2_6921.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",28228 Сом,https://enter.kg/images/stories/virtuemart/product/2_6883.jpg
"Lenovo Ideapad 3 15ADA6 Arctic Grey AMD 3020e (up to 2.6Ghz), 8GB, 256GB SSD, AMD Radeon™ Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus Заводская Клавиатура",28228 Сом,https://enter.kg/images/stories/virtuemart/product/2(1)_6315.jpg
